emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,initial_listing_status,disbursement_method,id
,NA,NE,MORTGAGE,72000,Source Verified,11.82,NA,,NA,0,NA,1989,1,7,7,162131,29315,0,0,NA,0,0,1,1,1,7,0,0,3,21200,5,5,5,1,100,0,0,home_improvement,individual,7200,36,14.08,fractional,Cash,2716
logistics,7,NV,MORTGAGE,61000,Verified,1.08,NA,,NA,1,9,2007,0,4,3,12100,840,0,0,NA,0,0,0,0,NA,3,0,0,2,12100,4,3,2,0,75,0,0,other,individual,24000,60,18.45,whole,Cash,2717
store worker ,10,NY,MORTGAGE,31200,Verified,36.5,NA,,NA,0,54,1988,0,33,8,56162,40864,0,1,54,0,0,2,6,17,7,0,0,1,9600,26,6,2,2,95.8,0,1,credit_card,individual,10000,36,12.62,whole,Cash,2718
logistics ,2,TN,RENT,36000,Verified,29.23,NA,,NA,0,NA,2002,0,22,13,94624,43325,0,0,NA,0,0,1,4,NA,13,0,0,11,54700,16,12,12,0,100,0,0,credit_card,individual,10000,36,6.07,whole,Cash,2719
personal care assistant,1,MN,MORTGAGE,36000,Verified,20.93,NA,,NA,0,NA,2005,3,12,4,137420,28509,0,0,NA,0,0,1,1,0,4,0,0,1,11500,3,2,2,1,100,0,0,credit_card,individual,16000,60,19.03,whole,Cash,2720
financial advisor,9,TX,MORTGAGE,65000,Source Verified,17.87,NA,,NA,0,76,2006,1,17,8,320622,39092,0,0,76,0,0,2,0,0,8,0,0,3,33500,7,5,5,2,82.4,0,0,credit_card,individual,20000,36,13.58,whole,DirectPay,2721
pipefitter journeyman,9,CA,MORTGAGE,102000,Source Verified,30.07,164649,Source Verified,21.51,0,40,2007,3,30,20,568790,129954,0,0,NA,0,0,2,13,6,20,0,0,7,11300,20,17,14,2,88,0,0,debt_consolidation,joint,24000,36,10.9,whole,Cash,2722
officer,10,IL,MORTGAGE,80000,Source Verified,29.18,NA,,NA,1,20,2008,6,39,21,177705,62889,0,1,NA,0,0,3,5,11,21,0,0,6,18900,22,17,17,3,94.9,0,1,credit_card,individual,18000,60,21.85,whole,Cash,2723
,NA,CT,RENT,9000,Verified,15.91,39000,Source Verified,24.02,0,NA,2000,0,8,4,10400,3885,0,0,NA,0,0,0,1,NA,4,0,0,3,9600,8,4,3,0,100,0,0,debt_consolidation,joint,8000,36,16.02,whole,Cash,2724
tv broadcaster ,4,CA,RENT,200000,Not Verified,7.37,NA,,NA,0,42,1989,2,16,7,60558,32861,0,0,42,0,0,2,4,1,7,0,0,3,12900,6,4,4,1,66.7,0,0,debt_consolidation,individual,30000,60,14.08,whole,Cash,2725
software developer,2,TX,RENT,109992,Source Verified,2.25,NA,,NA,1,12,2008,0,7,3,21500,7364,0,0,NA,0,0,0,0,NA,3,0,0,2,21500,6,3,2,0,85.7,0,0,debt_consolidation,individual,9000,36,10.42,whole,Cash,2726
rn,5,FL,MORTGAGE,82000,Not Verified,25.76,NA,,NA,0,44,2002,1,19,11,279831,49092,0,0,NA,0,276,3,6,0,11,0,0,4,11800,7,7,5,1,94.7,0,0,debt_consolidation,individual,7500,36,25.82,fractional,Cash,2727
executive assistant,1,TN,MORTGAGE,54000,Not Verified,27.04,NA,,NA,1,9,2005,1,34,14,278019,79755,0,0,NA,0,0,4,4,12,14,0,0,3,27100,21,9,3,2,97.1,0,0,other,individual,4000,36,6.72,whole,Cash,2728
medical technologist,1,NJ,RENT,55120,Source Verified,15.2,NA,,NA,0,NA,2005,1,12,7,47400,27911,0,0,NA,0,0,1,0,2,7,0,0,3,41900,10,6,3,0,100,0,0,debt_consolidation,individual,25000,60,12.62,whole,Cash,2729
,NA,OH,MORTGAGE,81015,Verified,16.46,101578,Verified,14.18,0,NA,2005,7,29,21,297743,35183,0,0,NA,0,351,2,9,3,21,0,0,1,37000,20,17,5,3,100,0,0,home_improvement,joint,11200,36,7.34,whole,Cash,2730
nursing assistant,2,CT,MORTGAGE,70000,Not Verified,18.5,NA,,NA,0,44,1998,4,15,10,272405,32000,0,0,NA,0,0,2,3,1,10,0,0,3,28200,10,7,6,1,93.3,0,0,house,individual,13000,60,10.9,whole,Cash,2731
help desk technician,0,MO,RENT,34500,Not Verified,6.43,NA,,NA,0,50,2007,0,21,18,56200,55247,0,0,NA,0,138,13,4,22,18,0,0,2,8500,8,5,4,0,95.2,0,0,credit_card,individual,4200,36,10.42,whole,Cash,2732
,NA,AR,MORTGAGE,40000,Source Verified,15.21,NA,,NA,0,NA,2005,15,31,11,165150,67982,0,1,NA,0,0,1,7,2,11,0,0,5,30500,14,9,7,4,100,0,1,debt_consolidation,individual,15000,60,12.62,whole,Cash,2733
senoir vendor support,10,WA,RENT,60000,Verified,18.92,120000,Verified,18.17,0,NA,1997,2,21,8,49440,33205,0,0,NA,0,245,2,3,1,8,0,0,2,6700,13,6,5,2,100,0,0,debt_consolidation,joint,30000,36,19.03,fractional,Cash,2734
supervisor,9,OH,MORTGAGE,98000,Not Verified,7.54,NA,,NA,0,NA,2013,0,12,8,152689,20754,0,0,NA,0,0,0,5,16,8,0,0,4,43000,9,7,7,2,100,0,0,debt_consolidation,individual,24000,60,12.61,whole,Cash,2735
special enforcement investigator,5,HI,RENT,68700,Source Verified,13.4,NA,,NA,0,NA,2006,0,21,13,119325,103019,0,0,NA,0,0,8,6,15,13,0,0,4,20100,7,5,5,0,100,0,0,debt_consolidation,individual,13500,60,18.06,whole,Cash,2736
business analyst,2,MD,RENT,100000,Not Verified,2.95,NA,,NA,0,NA,2007,4,12,8,76500,5783,0,0,NA,0,0,0,5,0,8,0,0,7,76500,9,8,7,0,100,0,0,credit_card,individual,10000,36,6.71,whole,Cash,2737
machine adjuster ,10,PA,OWN,41000,Verified,10.1,NA,,NA,0,NA,2009,0,5,3,19217,4852,0,1,NA,0,0,1,0,NA,3,0,0,1,7500,3,2,1,0,100,0,1,home_improvement,individual,10000,36,10.42,whole,Cash,2738
physician extender ,2,SC,RENT,71000,Not Verified,15.48,NA,,NA,0,NA,2005,0,19,10,71270,39261,0,0,NA,0,0,6,2,NA,10,0,0,3,24400,5,4,3,0,100,0,0,credit_card,individual,10000,36,6.07,fractional,Cash,2739
owner,6,OK,MORTGAGE,60000,Verified,27,105000,Verified,24.29,0,NA,2010,5,13,12,294395,53346,0,0,NA,0,0,1,7,3,12,0,0,5,34200,10,10,7,2,100,0,0,debt_consolidation,joint,30000,36,14.08,whole,Cash,2740
owner / broker,10,NY,MORTGAGE,150000,Not Verified,20.55,NA,,NA,0,46,2006,5,28,19,289034,63662,0,0,NA,0,0,4,5,1,19,0,0,2,9900,20,14,9,1,100,0,0,other,individual,25000,36,9.93,whole,Cash,2741
,NA,CA,RENT,50000,Source Verified,27.53,NA,,NA,0,NA,2010,3,42,24,130810,47326,0,0,NA,0,0,5,10,5,24,0,0,4,57700,36,19,6,0,100,0,0,debt_consolidation,individual,21000,60,23.88,whole,Cash,2742
,NA,CA,RENT,36051,Not Verified,17.51,NA,,NA,0,NA,1999,3,25,16,29800,7861,0,1,NA,0,200,2,6,7,16,0,0,5,18700,20,14,9,0,100,0,1,credit_card,individual,6000,36,7.97,whole,DirectPay,2743
teacher,10,NC,MORTGAGE,55000,Source Verified,36.74,NA,,NA,0,67,2007,0,17,12,103252,42845,0,1,NA,0,0,2,4,14,12,0,0,7,18700,10,10,10,1,94.1,0,1,debt_consolidation,individual,30000,60,25.81,whole,Cash,2744
front office,10,CA,MORTGAGE,31000,Source Verified,19.13,NA,,NA,0,NA,1991,0,8,6,18300,17760,0,0,NA,0,0,0,0,NA,6,0,0,2,12700,7,6,6,0,100,0,0,credit_card,individual,17000,36,12.62,whole,Cash,2745
accounts payable,1,TX,RENT,50000,Not Verified,20.93,NA,,NA,0,NA,2004,0,32,15,231172,33748,0,0,NA,0,0,1,1,23,15,0,0,5,41800,24,13,7,3,100,0,0,major_purchase,individual,21000,60,14.08,whole,Cash,2746
truck driver,10,PA,OWN,74000,Verified,22.75,NA,,NA,0,NA,1996,1,19,7,78016,58273,0,0,NA,0,0,3,1,0,7,0,0,2,31800,7,4,3,2,100,0,0,credit_card,individual,20000,60,17.47,whole,Cash,2747
,NA,NY,MORTGAGE,65000,Verified,14.79,NA,,NA,0,NA,1983,1,25,7,239065,27301,0,0,NA,0,0,0,3,4,7,NA,0,3,17000,22,6,5,1,100,0,0,debt_consolidation,individual,17000,36,5.32,whole,Cash,2748
warehouse team member ,2,OH,RENT,45000,Not Verified,20.11,NA,,NA,0,NA,2011,1,9,7,38891,22268,0,0,NA,0,3255,2,1,9,7,0,0,3,8500,7,5,5,0,100,0,0,debt_consolidation,individual,6000,36,9.93,whole,Cash,2749
clerk specialist,10,FL,MORTGAGE,36000,Source Verified,21.93,NA,,NA,0,NA,1993,4,35,19,110350,14499,0,1,NA,0,0,1,8,9,19,0,0,5,16700,25,17,12,4,100,0,1,debt_consolidation,individual,15000,36,16.02,whole,Cash,2750
consultant,10,CA,OWN,220000,Source Verified,9.19,NA,,NA,0,NA,1992,0,23,6,355259,94517,0,0,NA,0,0,4,2,NA,6,0,0,0,0,9,1,1,4,100,0,0,debt_consolidation,individual,3500,36,5.31,whole,Cash,2751
operator,2,NY,OWN,125000,Source Verified,17.2,NA,,NA,0,NA,2002,5,34,18,118305,57511,0,0,NA,0,0,2,14,1,18,0,0,6,59300,20,16,10,1,100,0,0,debt_consolidation,individual,30000,36,10.41,whole,Cash,2752
owner,1,FL,RENT,50000,Source Verified,24.46,NA,,NA,0,43,2000,1,43,25,112304,83678,0,0,43,0,0,11,10,3,25,0,0,5,29400,20,14,8,0,86,0,0,credit_card,individual,24000,36,15.04,whole,Cash,2753
clerk,10,LA,MORTGAGE,67000,Source Verified,15.57,NA,,NA,1,18,2005,8,46,19,288456,20795,0,0,NA,0,902,2,3,0,19,0,0,8,46700,25,16,12,3,97.6,0,0,major_purchase,individual,13500,36,7.96,fractional,Cash,2754
cook,10,CA,RENT,30000,Verified,39.98,NA,,NA,1,6,1996,0,36,17,53992,33000,0,0,NA,0,2078,2,10,16,17,0,0,5,10700,29,15,8,0,94.4,0,0,credit_card,individual,12900,36,22.91,fractional,Cash,2755
tech,2,GA,MORTGAGE,52000,Source Verified,32.82,106000,Source Verified,24.34,0,67,1990,2,34,12,267054,65572,0,0,NA,0,181,3,4,9,12,0,0,3,9300,24,8,7,3,97.1,0,0,credit_card,joint,30000,36,10.9,fractional,Cash,2756
attorney ,10,OK,MORTGAGE,212000,Source Verified,11.96,227000,Not Verified,11.37,0,NA,2000,1,45,14,376883,142365,0,0,NA,0,0,4,3,6,14,0,0,4,72000,15,9,5,4,100,0,0,debt_consolidation,joint,25000,36,9.43,fractional,Cash,2757
dental hygienist,1,TX,OWN,70000,Verified,16.48,NA,,NA,0,NA,1990,2,14,11,51000,29186,0,0,NA,0,0,0,7,4,11,0,0,6,41500,12,11,8,0,100,0,0,debt_consolidation,individual,32000,36,10.91,whole,Cash,2758
solution architect,10,NY,MORTGAGE,130000,Not Verified,29.11,NA,,NA,0,81,1995,6,40,27,504834,161681,0,0,NA,0,0,9,6,5,27,0,0,8,61300,25,17,11,2,97.5,0,0,credit_card,individual,12000,36,9.93,fractional,Cash,2759
physician,6,MN,RENT,230000,Source Verified,15.16,NA,,NA,0,79,1999,2,31,17,239700,147821,0,0,79,0,0,7,9,5,17,0,0,3,73800,14,9,4,0,96.4,0,0,major_purchase,individual,6000,36,7.35,whole,Cash,2760
business advisor,8,OK,MORTGAGE,43000,Source Verified,38.26,93000,Source Verified,20.08,0,NA,2010,2,21,13,178520,57832,0,0,NA,0,0,3,8,3,13,0,0,2,14900,11,9,5,3,100,0,0,debt_consolidation,joint,30000,60,14.08,whole,Cash,2761
attorney,2,NV,MORTGAGE,95000,Source Verified,24.46,NA,,NA,0,NA,2007,3,16,13,261577,277663,0,0,NA,0,0,6,1,1,13,0,0,6,28800,8,7,6,0,100,0,0,debt_consolidation,individual,23000,36,11.98,whole,Cash,2762
software engineer,10,NJ,RENT,126000,Not Verified,10.52,NA,,NA,0,NA,2001,2,20,8,65954,26197,0,0,NA,0,0,2,4,8,8,0,0,3,24000,12,6,4,2,95,0,0,debt_consolidation,individual,18000,36,6.08,whole,Cash,2763
residential assistant manager,4,NC,MORTGAGE,40000,Source Verified,15,54000,Not Verified,14.24,0,52,2001,2,14,10,166701,11286,0,0,52,0,0,1,4,1,10,0,0,3,13000,11,8,7,1,100,0,0,debt_consolidation,joint,20000,60,15.05,whole,Cash,2764
industrial mechanic,10,NY,MORTGAGE,63000,Source Verified,14.38,110000,Not Verified,18.19,1,11,2007,1,13,10,368007,24075,0,1,NA,0,0,2,1,4,10,0,0,2,6900,8,7,4,2,92.3,0,1,debt_consolidation,joint,10000,36,11.98,whole,Cash,2765
cashier ,2,IL,MORTGAGE,22000,Source Verified,4.09,97000,Not Verified,17.06,0,NA,2010,2,7,6,28300,1550,0,0,NA,0,0,0,1,5,6,0,0,3,21800,6,6,3,0,100,0,0,debt_consolidation,joint,12000,36,6.72,whole,Cash,2766
facilities technician ,10,IL,OWN,39000,Source Verified,23.52,NA,,NA,0,NA,2011,2,9,6,48456,28229,0,0,NA,0,0,2,6,6,6,0,0,1,6500,5,4,3,0,100,0,0,debt_consolidation,individual,9000,36,9.93,whole,Cash,2767
engineer,10,CO,OWN,92000,Source Verified,26.56,144000,Source Verified,19.11,2,12,2000,3,12,9,222761,70952,0,0,16,0,0,5,3,1,9,0,0,2,8400,4,3,2,1,100,0,0,credit_card,joint,7000,36,13.59,whole,Cash,2768
mortgage banker,1,NJ,RENT,60000,Not Verified,11.2,NA,,NA,1,21,2005,1,26,8,27537,12421,0,0,48,0,1453,2,3,9,8,0,0,2,8500,19,6,4,1,88.5,0,0,debt_consolidation,individual,5775,36,11.99,whole,Cash,2769
,NA,FL,MORTGAGE,28000,Not Verified,36.76,NA,,NA,0,NA,2005,0,18,10,115900,69820,0,1,NA,0,0,1,0,NA,10,0,0,5,49800,11,9,6,0,100,1,0,credit_card,individual,10000,36,6.07,whole,Cash,2770
crr,0,CO,RENT,38400,Source Verified,12.13,NA,,NA,0,NA,2011,0,14,9,21521,9627,0,1,NA,0,0,0,3,NA,9,0,0,3,12000,11,8,5,0,100,0,1,debt_consolidation,individual,10000,60,15.05,whole,Cash,2771
lot operations,10,GA,RENT,31536,Verified,39.99,NA,,NA,0,NA,2008,2,12,6,37526,27764,0,1,NA,0,0,4,5,9,6,0,0,2,6800,2,2,2,0,100,0,1,debt_consolidation,individual,12000,36,20,whole,Cash,2772
sales manager,6,IL,RENT,100000,Source Verified,13.28,113000,Not Verified,11.98,0,NA,1999,10,18,14,413093,104747,0,0,NA,0,0,9,9,0,14,0,0,2,24200,6,4,3,3,100,0,0,moving,joint,10000,60,15.04,whole,Cash,2773
auto tech,2,CA,RENT,50000,Not Verified,11.23,NA,,NA,1,16,1996,1,17,10,33568,14360,0,0,NA,0,0,1,2,12,10,0,0,3,24300,13,8,3,0,93.8,0,0,debt_consolidation,individual,20000,36,11.98,whole,Cash,2774
ramp agent ,0,MD,RENT,20000,Source Verified,32.65,NA,,NA,0,NA,2009,1,8,3,35467,20283,0,0,NA,0,0,1,3,8,3,0,0,2,12500,7,2,2,0,100,0,0,credit_card,individual,5000,36,5.32,whole,DirectPay,2775
project manager,5,CA,MORTGAGE,140000,Source Verified,16.5,150000,Not Verified,17.5,3,13,1978,4,30,15,441379,66239,0,1,NA,0,0,6,7,3,15,0,0,5,19000,11,8,5,3,90,0,1,other,joint,12800,60,14.08,whole,Cash,2776
staff specialist,0,MD,RENT,68810,Source Verified,14.88,NA,,NA,0,NA,2003,7,20,16,57890,44015,1,0,NA,0,382,10,5,1,16,0,0,2,6800,8,6,4,0,100,0,0,house,individual,15575,60,11.98,whole,Cash,2777
inside sales / customer service,10,WA,RENT,48000,Source Verified,27.78,NA,,NA,1,7,2003,6,30,19,79082,26788,0,1,7,0,57,3,5,2,19,0,0,4,30600,22,16,6,3,96.7,0,1,credit_card,individual,12000,36,10.41,whole,Cash,2778
mental health therapist,7,MI,MORTGAGE,70000,Source Verified,16.49,140000,Source Verified,11.79,0,33,2008,1,14,10,220481,20399,0,0,33,0,0,3,8,5,10,0,0,2,7800,7,6,4,2,78.6,0,0,home_improvement,joint,6800,36,10.42,whole,Cash,2779
finance & insurance manager,6,MI,MORTGAGE,85000,Source Verified,10.65,NA,,NA,0,NA,2009,5,17,10,182726,29075,0,0,NA,0,0,5,5,3,10,0,0,3,23400,5,4,3,2,100,0,0,debt_consolidation,individual,30000,36,11.98,whole,Cash,2780
library specialist,8,NM,OWN,41000,Source Verified,25.79,NA,,NA,0,NA,2003,1,19,11,89352,43390,0,0,NA,0,0,2,2,9,11,0,0,5,38800,11,9,5,0,100,0,0,debt_consolidation,individual,15850,60,9.93,whole,Cash,2781
owner,6,CO,RENT,68000,Not Verified,17.25,NA,,NA,0,32,1996,2,37,13,68550,37396,0,0,32,0,0,3,3,11,13,0,0,3,24000,21,10,5,4,86.5,0,0,debt_consolidation,individual,15000,60,10.42,whole,Cash,2782
administration,10,MA,RENT,69467,Source Verified,17.71,NA,,NA,0,NA,1997,0,19,14,88672,50565,0,0,NA,0,0,1,1,NA,14,0,0,8,39500,15,12,11,0,100,0,0,credit_card,individual,22000,36,5.32,whole,DirectPay,2783
program director,3,CA,RENT,59000,Source Verified,0.66,NA,,NA,0,41,1996,0,53,18,182827,125380,0,0,54,0,0,8,12,NA,18,0,0,3,59400,20,9,3,0,92.3,0,0,other,individual,12000,36,6.71,whole,Cash,2784
mri technologist,10,GA,MORTGAGE,120000,Source Verified,17.91,NA,,NA,0,52,2001,4,33,22,338012,38575,0,0,52,0,0,2,6,11,22,0,0,6,43200,24,19,9,4,93.9,0,0,debt_consolidation,individual,24000,36,7.35,whole,Cash,2785
director of sales,1,CA,RENT,110000,Verified,17.1,NA,,NA,0,50,2003,0,27,16,75321,50175,0,0,69,0,0,2,4,15,16,0,0,6,19300,21,14,12,1,88.9,0,0,debt_consolidation,individual,7200,36,14.07,fractional,Cash,2786
engineer tech,6,MI,MORTGAGE,62000,Source Verified,16.82,NA,,NA,0,35,1994,0,21,9,241400,32794,0,0,NA,0,0,0,1,NA,9,0,0,4,58600,17,8,6,2,95.2,0,0,credit_card,individual,24000,60,9.43,whole,Cash,2787
teacher,10,MD,OWN,75000,Not Verified,21.23,NA,,NA,3,13,1999,0,34,8,55249,24988,0,1,13,0,872,2,4,14,8,0,0,3,4000,13,6,4,1,70.6,1,0,home_improvement,individual,28900,60,28.72,whole,Cash,2788
truck driver,2,TX,RENT,42000,Source Verified,25.89,NA,,NA,0,NA,2004,1,11,6,43239,31094,0,0,NA,0,0,3,4,1,6,0,0,2,8300,7,3,3,0,100,0,0,credit_card,individual,10000,36,15.05,whole,Cash,2789
pharmacy technician ,5,TX,RENT,50000,Not Verified,29.16,NA,,NA,0,NA,2005,1,23,15,84714,62011,0,0,NA,0,3670,8,4,11,15,0,0,3,17000,10,7,4,0,100,0,0,debt_consolidation,individual,8800,36,10.41,whole,Cash,2790
executive,10,NJ,OWN,92000,Verified,24.54,NA,,NA,0,NA,2006,2,21,14,61500,48907,0,0,NA,0,0,1,1,7,14,0,0,9,30300,17,13,13,0,100,0,0,debt_consolidation,individual,20000,36,20,whole,Cash,2791
driver,0,AZ,RENT,64000,Source Verified,1.03,NA,,NA,0,47,1981,0,15,6,9000,914,0,0,47,0,0,0,1,NA,6,0,0,1,3000,14,6,2,1,86.7,0,0,other,individual,23000,36,6.72,whole,Cash,2792
executive producer,6,NY,RENT,180000,Source Verified,7.31,NA,,NA,0,65,1999,5,16,10,192970,43432,0,0,NA,0,0,3,7,3,10,0,0,1,78800,12,6,2,1,93.8,0,0,credit_card,individual,30000,36,11.99,whole,Cash,2793
warranty administrator ,1,IL,RENT,43000,Verified,0.7,NA,,NA,0,NA,2014,1,6,4,12200,752,0,0,NA,0,0,0,4,1,4,0,0,0,10000,6,4,1,0,100,0,0,major_purchase,individual,16000,36,7.96,fractional,Cash,2794
owner,10,TX,MORTGAGE,62000,Not Verified,32.96,NA,,NA,0,NA,1989,1,27,8,407625,76174,0,1,NA,0,0,3,4,10,8,0,0,4,28000,6,4,4,4,100,0,1,credit_card,individual,14400,36,18.06,fractional,Cash,2795
ceo,5,CA,MORTGAGE,160000,Verified,0.46,NA,,NA,0,76,2004,4,12,7,617000,1866,0,0,76,0,0,0,1,0,7,0,0,3,32400,8,5,3,3,91.7,0,0,major_purchase,individual,40000,36,7.96,whole,Cash,2796
cashier,1,KY,RENT,35000,Source Verified,1.71,NA,,NA,0,NA,2009,1,11,2,1000,778,0,0,NA,0,0,0,2,2,2,0,0,2,1000,2,2,2,0,100,0,0,debt_consolidation,individual,5000,36,21.45,fractional,Cash,2797
carpenter,1,NY,RENT,130000,Source Verified,0.75,NA,,NA,0,31,2013,2,6,4,9100,800,0,0,31,0,0,0,3,0,4,0,0,0,1100,6,4,1,0,83.3,0,0,house,individual,4000,36,10.42,whole,Cash,2798
cfo,8,PA,RENT,166000,Verified,8.99,NA,,NA,0,NA,2004,4,23,8,372331,82311,0,0,NA,0,0,3,4,2,8,0,0,1,33000,9,4,1,2,100,0,0,credit_card,individual,23000,36,7.35,whole,Cash,2799
sr storage engineer,4,MI,RENT,120000,Source Verified,17.02,NA,,NA,0,25,1998,2,34,11,74080,54377,0,1,25,0,496,3,3,0,11,0,0,2,3900,19,8,3,1,84.4,0,1,debt_consolidation,individual,40000,60,12.61,fractional,Cash,2800
night merch,10,WA,MORTGAGE,55000,Source Verified,54.81,127000,Source Verified,25.12,0,NA,1998,1,24,12,347850,95669,0,0,NA,0,0,4,2,10,12,0,0,6,45100,13,7,7,2,100,0,0,debt_consolidation,joint,35000,60,15.05,whole,Cash,2801
welder ,0,PA,RENT,42000,Source Verified,4.71,NA,,NA,0,27,2013,1,11,8,18163,12678,0,0,27,0,371,4,1,0,8,0,0,0,700,7,4,0,0,90.9,0,0,car,individual,16000,60,13.59,whole,Cash,2802
construction manager ,5,CA,RENT,95000,Source Verified,13.49,NA,,NA,1,14,1999,2,18,9,66559,47029,0,0,58,0,826,1,8,6,9,0,0,1,2100,13,7,6,0,83.3,0,0,moving,individual,10000,36,10.42,whole,Cash,2803
,NA,CA,RENT,55000,Source Verified,21.89,NA,,NA,0,NA,1972,2,35,15,69758,42779,0,1,NA,0,0,2,7,2,15,0,0,3,8300,16,13,8,0,100,0,1,debt_consolidation,individual,20000,60,21.45,whole,Cash,2804
service specialist,1,WA,MORTGAGE,40000,Source Verified,32.67,165000,Source Verified,20.28,0,39,2004,2,11,7,397665,37384,0,0,NA,0,0,3,0,1,7,0,0,1,24000,4,3,3,2,90.9,0,0,debt_consolidation,joint,32000,36,18.45,fractional,Cash,2805
technical support,2,PA,RENT,43000,Source Verified,17.14,NA,,NA,0,NA,2008,2,16,10,46528,26195,0,0,NA,0,0,1,4,5,10,0,0,0,2000,11,9,5,0,100,0,0,credit_card,individual,6000,36,9.92,whole,Cash,2806
substitute ,0,MS,RENT,10000,Source Verified,182.35,140000,Not Verified,27.44,0,40,1999,2,27,13,75056,57782,1,0,40,0,52,1,6,8,13,0,0,5,6700,17,12,10,2,95.8,0,0,debt_consolidation,joint,10400,36,18.45,whole,Cash,2807
cook,10,MI,RENT,22000,Verified,31.37,NA,,NA,0,NA,2012,0,10,6,38460,23576,0,0,NA,0,1610,1,3,23,6,0,0,2,3800,6,5,3,0,100,0,0,major_purchase,individual,4200,36,12.62,whole,Cash,2808
tech support specialist,2,FL,OWN,43000,Not Verified,14.23,NA,,NA,0,NA,2011,2,33,29,53661,49538,0,0,NA,0,0,15,14,2,29,0,0,8,6800,16,14,11,0,100,0,0,debt_consolidation,individual,4800,36,7.35,whole,Cash,2809
teacher,10,MD,OWN,85000,Verified,25.62,NA,,NA,0,66,2008,2,31,10,77830,57349,0,0,67,0,0,3,8,6,10,0,0,2,8700,13,7,7,0,90.3,0,0,debt_consolidation,individual,20000,36,16.02,whole,Cash,2810
guest service agent,6,CA,RENT,65000,Source Verified,11.48,NA,,NA,0,NA,2013,0,11,10,46942,23085,0,0,NA,0,0,2,2,13,10,0,0,3,24500,9,8,4,0,100,0,0,other,individual,6000,36,9.43,whole,Cash,2811
gene regulation product and services man,6,CA,RENT,82000,Source Verified,30.65,NA,,NA,0,38,2006,0,19,10,78962,43974,0,0,NA,0,0,3,2,19,10,0,0,3,13200,9,7,7,0,94.7,0,0,credit_card,individual,20000,36,13.58,whole,Cash,2812
aasp,10,MO,MORTGAGE,75000,Source Verified,5.01,NA,,NA,3,18,2003,5,36,5,21652,7825,0,0,21,0,0,1,5,2,5,0,0,1,11000,24,4,1,1,86.1,0,0,debt_consolidation,individual,13500,60,17.47,whole,Cash,2813
customer service ,0,MA,RENT,30000,Verified,31.76,NA,,NA,1,13,2008,1,11,7,32000,18436,0,0,NA,0,0,2,3,10,7,0,0,2,7500,8,5,3,0,90.9,0,0,debt_consolidation,individual,8425,36,15.05,fractional,Cash,2814
security officer,10,NJ,RENT,35000,Not Verified,9.91,NA,,NA,0,NA,2007,1,16,11,39000,11449,0,0,NA,0,0,0,2,8,11,0,0,4,27300,15,11,7,0,100,0,0,debt_consolidation,individual,12000,36,7.96,whole,Cash,2815
certified nurse aide,10,NJ,MORTGAGE,40000,Source Verified,20.58,NA,,NA,1,12,2001,2,31,9,235559,18657,0,0,33,0,0,2,4,4,8,NA,0,2,1700,17,5,4,2,94,0,0,home_improvement,individual,10000,36,12.62,whole,Cash,2816
health plan data analytics,10,PA,RENT,96000,Source Verified,26.98,NA,,NA,0,37,1986,2,27,19,104727,54356,0,0,NA,0,0,2,7,9,19,0,0,4,16900,21,17,14,0,96.3,0,0,major_purchase,individual,8000,36,10.91,whole,Cash,2817
rural carrier,4,LA,MORTGAGE,77000,Source Verified,33.85,91400,Source Verified,29.03,0,78,2007,0,22,12,184198,155876,0,0,78,0,0,3,7,21,12,0,0,5,16000,9,9,6,0,95.5,0,0,credit_card,joint,16000,36,19.42,whole,Cash,2818
teacher,6,FL,RENT,50000,Not Verified,10.78,NA,,NA,0,NA,2001,0,6,2,25753,9372,0,0,NA,0,0,0,1,17,2,0,0,1,500,5,1,1,0,100,0,0,debt_consolidation,individual,4800,36,15.05,whole,Cash,2819
admin assistant,0,AZ,MORTGAGE,37500,Source Verified,3.23,75000,Not Verified,20.93,0,NA,2011,1,5,3,211040,2529,0,0,NA,0,0,0,2,8,3,0,0,2,6000,2,2,2,2,100,0,0,debt_consolidation,joint,18000,36,7.34,whole,Cash,2820
hr/pr administrator,4,WA,RENT,28500,Not Verified,33.39,NA,,NA,0,NA,1998,0,13,9,47735,19284,0,0,NA,0,0,2,2,NA,9,0,0,4,32100,9,7,4,0,100,0,0,debt_consolidation,individual,12500,60,18.45,whole,Cash,2821
manager,6,OR,MORTGAGE,82000,Source Verified,12.02,NA,,NA,0,NA,2010,3,22,7,68047,42819,0,0,NA,0,0,2,5,3,7,0,0,2,11400,5,5,4,1,100,0,0,debt_consolidation,individual,16000,36,7.96,whole,Cash,2822
